UDI,Date,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Internal Pressure[MPa],Battery Charging Current[A],coolant temp[C],carbon monoxide content[grams/sec],Oil Viscosity[cSt],Age[days],Machine failure
2505,3/14/2001,L49684,L,299.2,309.1,1468,45.6,2.463087248,81.7,0.0081624,10.30079996,866.6,0
2506,3/15/2001,L49685,L,299.2,309.1,1387,48.7,2.327181208,81.7,0.0087173,11.00107364,869.7,0
2507,3/16/2001,M17366,M,299.2,309.1,1503,34.7,2.521812081,81.7,0.0062113,7.838547339,855.7,0
2508,3/17/2001,H31921,H,299.2,309.1,1410,47.1,2.365771812,81.7,0.0084309,10.63964207,868.1,0
2509,3/18/2001,L49688,L,299,308.9,1615,30.6,2.709731544,81.5,0.0054774,6.912378922,851.6,0
2510,3/19/2001,L49689,L,299,308.9,1511,35.9,2.535234899,81.5,0.0064261,8.109621022,856.9,0
2511,3/20/2001,L49690,L,299.1,309,1405,53.8,2.35738255,81.6,0.0096302,12.1531368,874.8,0
2512,3/21/2001,M17371,M,299,308.9,1526,41.1,2.560402685,81.5,0.0073569,9.28427365,862.1,0
2513,3/22/2001,L49692,L,298.9,308.8,1530,38.3,2.567114094,81.4,0.0068557,8.651768389,859.3,0
2514,3/23/2001,L49693,L,299,308.7,1583,32.5,2.656040268,81.3,0.0058175,7.34157892,853.5,0
2515,3/24/2001,L49694,L,298.9,308.6,2069,18.7,3.47147651,81.2,0.0033473,4.224231563,839.7,0
2516,3/25/2001,L49695,L,298.8,308.5,1490,35,2.5,81.1,0.006265,7.90631576,856,0
2517,3/26/2001,L49696,L,298.8,308.5,1736,29,2.912751678,81.1,0.005191,6.550947344,850,0
2518,3/27/2001,L49697,L,298.8,308.5,1395,44.4,2.340604027,81.1,0.0079476,10.02972628,865.4,0
2519,3/28/2001,M17378,M,298.9,308.6,1425,49.6,2.390939597,81.2,0.0088784,11.20437891,870.6,0
2520,3/29/2001,L49699,L,298.8,308.6,1631,32.4,2.736577181,81.2,0.0057996,7.318989446,853.4,0
2521,3/30/2001,L49700,L,298.8,308.6,1535,41.2,2.575503356,81.2,0.0073748,9.306863123,862.2,0
2522,3/31/2001,L49701,L,298.8,308.6,1584,34.4,2.657718121,81.2,0.0061576,7.770778918,855.4,0
2523,4/1/2001,M17382,M,298.8,308.7,1543,38.2,2.588926174,81.3,0.0068378,8.629178915,859.2,0
2524,4/2/2001,L49703,L,298.8,308.7,1635,35.2,2.743288591,81.3,0.0063008,7.951494707,856.2,0
2525,4/3/2001,M17384,M,298.8,308.7,1446,45.5,2.426174497,81.3,0.0081445,10.27821049,866.5,0
2526,4/4/2001,M17385,M,298.8,308.6,1598,35.1,2.681208054,81.2,0.0062829,7.928905234,856.1,0
2527,4/5/2001,L49706,L,298.8,308.6,1501,35,2.518456376,81.2,0.006265,7.90631576,856,0
2528,4/6/2001,L49707,L,298.8,308.5,1450,50.8,2.432885906,81.1,0.0090932,11.47545259,871.8,0
2529,4/7/2001,L49708,L,298.8,308.6,1730,25.9,2.902684564,81.2,0.0046361,5.850673662,846.9,0
2530,4/8/2001,M17389,M,298.8,308.6,1571,33.7,2.63590604,81.2,0.0060323,7.612652603,854.7,0
2531,4/9/2001,L49710,L,298.9,308.7,1438,51.7,2.412751678,81.3,0.0092543,11.67875785,872.7,0
2532,4/10/2001,M17391,M,298.8,308.5,1510,38.7,2.533557047,81.1,0.0069273,8.742126283,859.7,0
2533,4/11/2001,L49712,L,298.9,308.7,1389,44.9,2.330536913,81.3,0.0080371,10.14267365,865.9,0
2534,4/12/2001,L49713,L,298.8,308.7,1490,33.6,2.5,81.3,0.0060144,7.59006313,854.6,0
2535,4/13/2001,L49714,L,298.9,308.7,1729,26.6,2.901006711,81.3,0.0047614,6.008799978,847.6,0
2536,4/14/2001,L49715,L,299,308.8,1495,38.4,2.508389262,81.4,0.0068736,8.674357862,859.4,0
2537,4/15/2001,L49716,L,298.9,308.8,1281,53.9,2.149328859,81.4,0.0096481,12.17572627,874.9,0
2538,4/16/2001,H31951,H,298.9,308.7,1353,48.1,2.270134228,81.3,0.0086099,10.8655368,869.1,0
2539,4/17/2001,L49718,L,299.1,308.8,1429,50.1,2.397651007,81.4,0.0089679,11.31732627,871.1,0
2540,4/18/2001,L49719,L,299.1,308.8,1413,42.1,2.370805369,81.4,0.0075359,9.510168386,863.1,0
2541,4/19/2001,L49720,L,299.1,308.8,1502,38.3,2.520134228,81.4,0.0068557,8.651768389,859.3,0
2542,4/20/2001,H31955,H,299.1,308.8,1553,32.6,2.605704698,81.4,0.0058354,7.364168394,853.6,0
2543,4/21/2001,H31956,H,299.2,308.9,1712,26.4,2.872483221,81.5,0.0047256,5.96362103,847.4,0
2544,4/22/2001,L49723,L,299.3,309,1786,23.5,2.996644295,81.6,0.0042065,5.308526296,844.5,0
2545,4/23/2001,L49724,L,299.2,309,1951,21.4,3.273489933,81.6,0.0038306,4.83414735,842.4,0
2546,4/24/2001,M17405,M,299.2,309,1541,36.3,2.58557047,81.6,0.0064977,8.199978917,857.3,0
2547,4/25/2001,L49726,L,299.2,309.1,1605,34.3,2.69295302,81.7,0.0061397,7.748189445,855.3,0
2548,4/26/2001,L49727,L,299.2,309.1,1578,38.1,2.647651007,81.7,0.0068199,8.606589442,859.1,0
2549,4/27/2001,M17408,M,299.3,309.2,1440,37.5,2.416107383,81.8,0.0067125,8.4710526,858.5,0
2550,4/28/2001,L49729,L,299.4,309.2,1489,42.3,2.498322148,81.8,0.0075717,9.555347333,863.3,0
2551,4/29/2001,L49730,L,299.4,309.3,1366,48.4,2.291946309,81.9,0.0086636,10.93330522,869.4,0
2552,4/30/2001,L49731,L,299.3,309.2,1541,37.2,2.58557047,81.8,0.0066588,8.403284179,858.2,0
2553,5/1/2001,H31966,H,299.3,309.1,1552,40.7,2.604026846,81.7,0.0072853,9.193915755,861.7,0
2554,5/2/2001,L49733,L,299.3,309.1,1473,40.3,2.47147651,81.7,0.0072137,9.103557861,861.3,0
2555,5/3/2001,L49734,L,299.3,309.1,1531,37.9,2.568791946,81.7,0.0067841,8.561410494,858.9,0
2556,5/4/2001,L49735,L,299.3,309.2,1511,37.2,2.535234899,81.8,0.0066588,8.403284179,858.2,0
2557,5/5/2001,M17416,M,299.3,309.1,1449,47.9,2.431208054,81.7,0.0085741,10.82035785,868.9,0
2558,5/6/2001,M17417,M,299.4,309.1,1440,50,2.416107383,81.7,0.00895,11.2947368,871,0
2559,5/7/2001,M17418,M,299.2,309,1881,23.9,3.156040268,81.6,0.0042781,5.39888419,844.9,0
2560,5/8/2001,L49739,L,299.3,309,1447,50.4,2.427852349,81.6,0.0090216,11.38509469,871.4,0
2561,5/9/2001,M17420,M,299.4,309.1,1326,62,2.224832215,81.7,0.011098,14.00547363,883,0
2562,5/10/2001,L49741,L,299.4,309.2,1607,31.7,2.696308725,81.8,0.0056743,7.160863131,852.7,0
2563,5/11/2001,L49742,L,299.3,309.1,1551,39.1,2.602348993,81.7,0.0069989,8.832484178,860.1,0
2564,5/12/2001,L49743,L,299.3,309.1,1496,37.2,2.510067114,81.7,0.0066588,8.403284179,858.2,0
2565,5/13/2001,L49744,L,299.3,309.1,1493,38,2.505033557,81.7,0.006802,8.583999968,859,0
2566,5/14/2001,L49745,L,299.4,309.1,1304,50.5,2.187919463,81.7,0.0090395,11.40768417,871.5,0
2567,5/15/2001,M17426,M,299.3,309,1420,41.6,2.382550336,81.6,0.0074464,9.397221018,862.6,0
2568,5/16/2001,L49747,L,299.4,309.1,1766,24.6,2.963087248,81.7,0.0044034,5.557010506,845.6,0
2569,5/17/2001,L49748,L,299.6,309.2,1450,43.1,2.432885906,81.8,0.0077149,9.736063122,864.1,0
2570,5/18/2001,H31983,H,299.5,309.2,1872,22.6,3.140939597,81.8,0.0040454,5.105221034,843.6,0
2571,5/19/2001,L49750,L,299.6,309.2,1713,26.5,2.874161074,81.8,0.0047435,5.986210504,847.5,0
2572,5/20/2001,M17431,M,299.5,309.2,1497,40.9,2.511744966,81.8,0.0073211,9.239094702,861.9,0
2573,5/21/2001,M17432,M,299.4,309.1,1352,44.7,2.268456376,81.7,0.0080013,10.0974947,865.7,0
2574,5/22/2001,L49753,L,299.5,309.2,1499,41.5,2.515100671,81.8,0.0074285,9.374631544,862.5,0
2575,5/23/2001,L49754,L,299.5,309.3,1972,19.3,3.308724832,81.9,0.0034547,4.359768405,840.3,0
2576,5/24/2001,L49755,L,299.5,309.3,1422,49.2,2.38590604,81.9,0.0088068,11.11402101,870.2,0
2577,5/25/2001,L49756,L,299.5,309.3,1523,41.5,2.555369128,81.9,0.0074285,9.374631544,862.5,0
2578,5/26/2001,L49757,L,299.5,309.4,1563,41.5,2.622483221,82,0.0074285,9.374631544,862.5,0
2579,5/27/2001,L49758,L,299.4,309.3,1391,46.6,2.333892617,81.9,0.0083414,10.5266947,867.6,0
2580,5/28/2001,L49759,L,299.3,309.1,1795,24.7,3.011744966,81.7,0.0044213,5.579599979,845.7,0
2581,5/29/2001,L49760,L,299.3,309.1,1293,53.7,2.169463087,81.7,0.0096123,12.13054732,874.7,0
2582,5/30/2001,L49761,L,299.2,309.1,1345,60.7,2.256711409,81.7,0.0108653,13.71181048,881.7,1
2583,5/31/2001,L49762,L,299.2,309,1615,33.7,2.709731544,81.6,0.0060323,7.612652603,854.7,0
2584,6/1/2001,L49763,L,299.2,308.9,1342,50.8,2.251677852,81.5,0.0090932,11.47545259,871.8,0
2585,6/2/2001,L49764,L,299.1,308.8,1502,46.7,2.520134228,81.4,0.0083593,10.54928417,867.7,0
2586,6/3/2001,M17445,M,299,308.7,1620,35.4,2.718120805,81.3,0.0063366,7.996673654,856.4,0
2587,6/4/2001,L49766,L,299,308.7,1537,42.8,2.57885906,81.3,0.0076612,9.668294701,863.8,0
2588,6/5/2001,L49767,L,299,308.7,2248,16.8,3.771812081,81.3,0.0030072,3.795031565,837.8,0
2589,6/6/2001,L49768,L,299,308.7,1706,28.6,2.862416107,81.3,0.0051194,6.46058945,849.6,0
2590,6/7/2001,L49769,L,299,308.7,2250,16.6,3.775167785,81.3,0.0029714,3.749852618,837.6,0
2591,6/8/2001,L49770,L,299,308.7,1396,48.6,2.342281879,81.3,0.0086994,10.97848417,869.6,0
2592,6/9/2001,L49771,L,298.9,308.6,1522,46.4,2.553691275,81.2,0.0083056,10.48151575,867.4,0
2593,6/10/2001,L49772,L,298.9,308.6,1539,45.4,2.582214765,81.2,0.0081266,10.25562101,866.4,0
2594,6/11/2001,H32007,H,298.9,308.5,1415,54,2.374161074,81.1,0.009666,12.19831574,875,0
2595,6/12/2001,L49774,L,298.8,308.5,1446,37,2.426174497,81.1,0.006623,8.358105232,858,0
2596,6/13/2001,M17455,M,298.8,308.6,1486,41.1,2.493288591,81.2,0.0073569,9.28427365,862.1,0
2597,6/14/2001,L49776,L,299,308.7,1426,38.6,2.39261745,81.3,0.0069094,8.71953681,859.6,0
2598,6/15/2001,L49777,L,299,308.7,1449,38.9,2.431208054,81.3,0.0069631,8.78730523,859.9,0
2599,6/16/2001,L49778,L,299.1,308.8,1320,67.5,2.214765101,81.4,0.0120825,15.24789468,888.5,1
2600,6/17/2001,M17459,M,299.2,308.9,1447,39.6,2.427852349,81.5,0.0070884,8.945431546,860.6,0
2601,6/18/2001,L49780,L,299.3,309,1422,47.3,2.38590604,81.6,0.0084667,10.68482101,868.3,0
2602,6/19/2001,L49781,L,299.3,309.1,1399,52.1,2.347315436,81.7,0.0093259,11.76911575,873.1,0
2603,6/20/2001,L49782,L,299.4,309.2,1427,41.5,2.394295302,81.8,0.0074285,9.374631544,862.5,0
2604,6/21/2001,M17463,M,299.3,309.2,1334,46.3,2.238255034,81.8,0.0082877,10.45892628,867.3,0
2605,6/22/2001,M17464,M,299.3,309.1,1385,45.6,2.323825503,81.7,0.0081624,10.30079996,866.6,0
2606,6/23/2001,L49785,L,299.4,309.2,1552,37.4,2.604026846,81.8,0.0066946,8.448463126,858.4,0
2607,6/24/2001,H32020,H,299.4,309.3,1534,37.5,2.573825503,81.9,0.0067125,8.4710526,858.5,0
2608,6/25/2001,L49787,L,299.4,309.3,1448,48.6,2.429530201,81.9,0.0086994,10.97848417,869.6,0
2609,6/26/2001,L49788,L,299.5,309.3,1409,44.7,2.36409396,81.9,0.0080013,10.0974947,865.7,0
2610,6/27/2001,L49789,L,299.4,309.2,1621,34.5,2.719798658,81.8,0.0061755,7.793368392,855.5,0
2611,6/28/2001,H32024,H,299.4,309.1,1547,40.9,2.595637584,81.7,0.0073211,9.239094702,861.9,0
2612,6/29/2001,L49791,L,299.4,309.1,1957,22.1,3.283557047,81.7,0.0039559,4.992273666,843.1,0
2613,6/30/2001,L49792,L,299.4,309.1,2421,14.2,4.062080537,81.7,0.0025418,3.207705251,835.2,0
2614,7/1/2001,M17473,M,299.3,309.1,1571,38.3,2.63590604,81.7,0.0068557,8.651768389,859.3,0
2615,7/2/2001,L49794,L,299.3,309.1,1634,36.8,2.741610738,81.7,0.0065872,8.312926285,857.8,0
2616,7/3/2001,L49795,L,299.3,309,1516,38.7,2.543624161,81.6,0.0069273,8.742126283,859.7,0
2617,7/4/2001,L49796,L,299.4,309.1,1207,66.5,2.025167785,81.7,0.0119035,15.02199994,887.5,0
2618,7/5/2001,L49797,L,299.4,309.1,1670,35.9,2.802013423,81.7,0.0064261,8.109621022,856.9,0
2619,7/6/2001,M17478,M,299.4,309.1,1461,48.6,2.451342282,81.7,0.0086994,10.97848417,869.6,0
2620,7/7/2001,L49799,L,299.4,309.2,1569,40.8,2.632550336,81.8,0.0073032,9.216505229,861.8,0
2621,7/8/2001,L49800,L,299.4,309.2,1556,35.7,2.610738255,81.8,0.0063903,8.064442075,856.7,0
2622,7/9/2001,M17481,M,299.5,309.3,1506,41.5,2.526845638,81.9,0.0074285,9.374631544,862.5,0
2623,7/10/2001,M17482,M,299.6,309.4,1642,30.3,2.755033557,82,0.0054237,6.844610501,851.3,0
2624,7/11/2001,M17483,M,299.6,309.4,1283,62.1,2.152684564,82,0.0111159,14.02806311,883.1,0
2625,7/12/2001,H32038,H,299.7,309.5,1375,46.8,2.30704698,82.1,0.0083772,10.57187364,867.8,0
2626,7/13/2001,L49805,L,299.7,309.4,1399,39.9,2.347315436,82,0.0071421,9.013199966,860.9,0
2627,7/14/2001,L49806,L,299.7,309.4,1650,29.8,2.768456376,82,0.0053342,6.731663133,850.8,0
2628,7/15/2001,M17487,M,299.8,309.6,1346,53.2,2.258389262,82.2,0.0095228,12.01759996,874.2,0
2629,7/16/2001,H32042,H,299.9,309.6,1410,51.2,2.365771812,82.2,0.0091648,11.56581048,872.2,0
2630,7/17/2001,L49809,L,300,309.7,1586,37.8,2.661073826,82.3,0.0067662,8.538821021,858.8,0
2631,7/18/2001,L49810,L,300,309.8,1372,39.6,2.302013423,82.4,0.0070884,8.945431546,860.6,0
2632,7/19/2001,H32045,H,300,309.7,1529,42.4,2.565436242,82.3,0.0075896,9.577936806,863.4,0
2633,7/20/2001,M17492,M,300,309.7,1652,28.6,2.771812081,82.3,0.0051194,6.46058945,849.6,0
2634,7/21/2001,L49813,L,300.1,309.8,1532,39.8,2.570469799,82.4,0.0071242,8.990610493,860.8,0
2635,7/22/2001,L49814,L,300,309.7,1554,32,2.60738255,82.3,0.005728,7.228631552,853,0
2636,7/23/2001,H32049,H,299.9,309.6,1462,51,2.453020134,82.2,0.009129,11.52063154,872,0
2637,7/24/2001,L49816,L,299.9,309.6,1254,61.3,2.104026846,82.2,0.0109727,13.84734732,882.3,0
2638,7/25/2001,L49817,L,299.9,309.6,1294,49.7,2.17114094,82.2,0.0088963,11.22696838,870.7,0
2639,7/26/2001,L49818,L,299.8,309.5,1739,27.5,2.917785235,82.1,0.0049225,6.21210524,848.5,0
2640,7/27/2001,M17499,M,299.8,309.4,1412,47.8,2.369127517,82,0.0085562,10.79776838,868.8,0
2641,7/28/2001,M17500,M,299.9,309.5,1372,56.2,2.302013423,82.1,0.0100598,12.69528416,877.2,0
2642,7/29/2001,H32055,H,299.8,309.5,1420,46.7,2.382550336,82.1,0.0083593,10.54928417,867.7,0
2643,7/30/2001,L49822,L,299.8,309.5,1542,40.3,2.587248322,82.1,0.0072137,9.103557861,861.3,0
2644,7/31/2001,M17503,M,299.8,309.4,1401,48.1,2.350671141,82,0.0086099,10.8655368,869.1,0
2645,8/1/2001,L49824,L,299.8,309.4,1510,42.5,2.533557047,82,0.0076075,9.60052628,863.5,0
2646,8/2/2001,H32059,H,299.9,309.5,1547,38.5,2.595637584,82.1,0.0068915,8.696947336,859.5,0
2647,8/3/2001,M17506,M,299.8,309.5,1453,43.2,2.437919463,82.1,0.0077328,9.758652595,864.2,0
2648,8/4/2001,L49827,L,299.8,309.4,1408,45.6,2.362416107,82,0.0081624,10.30079996,866.6,0
2649,8/5/2001,L49828,L,299.8,309.4,1436,51.6,2.409395973,82,0.0092364,11.65616838,872.6,0
2650,8/6/2001,M17509,M,299.9,309.5,1582,38.2,2.654362416,82.1,0.0068378,8.629178915,859.2,0
2651,8/7/2001,L49830,L,299.9,309.6,1280,59.3,2.147651007,82.2,0.0106147,13.39555784,880.3,0
2652,8/8/2001,L49831,L,299.9,309.5,2008,20.4,3.369127517,82.1,0.0036516,4.608252614,841.4,0
2653,8/9/2001,L49832,L,299.9,309.5,1772,23.5,2.973154362,82.1,0.0042065,5.308526296,844.5,0
2654,8/10/2001,L49833,L,299.9,309.5,1779,26.1,2.984899329,82.1,0.0046719,5.89585261,847.1,0
2655,8/11/2001,L49834,L,299.9,309.5,1567,35.5,2.629194631,82.1,0.0063545,8.019263128,856.5,0
2656,8/12/2001,M17515,M,299.8,309.4,1751,27,2.937919463,82,0.004833,6.099157872,848,0
2657,8/13/2001,L49836,L,299.9,309.5,1349,51.3,2.263422819,82.1,0.0091827,11.58839996,872.3,0
2658,8/14/2001,M17517,M,300,309.5,1425,40.8,2.390939597,82.1,0.0073032,9.216505229,861.8,0
2659,8/15/2001,L49838,L,300,309.4,1395,44.5,2.340604027,82,0.0079655,10.05231575,865.5,0
2660,8/16/2001,H32073,H,299.8,309.3,1595,32.1,2.676174497,81.9,0.0057459,7.251221026,853.1,0
2661,8/17/2001,L49840,L,299.8,309.3,1291,56.4,2.166107383,81.9,0.0100956,12.74046311,877.4,0
2662,8/18/2001,M17521,M,299.9,309.4,1509,42.8,2.531879195,82,0.0076612,9.668294701,863.8,0
2663,8/19/2001,M17522,M,299.9,309.4,1483,38.1,2.488255034,82,0.0068199,8.606589442,859.1,0
2664,8/20/2001,L49843,L,299.9,309.3,1620,31.1,2.718120805,81.9,0.0055669,7.02532629,852.1,0
2665,8/21/2001,M17524,M,299.9,309.4,1487,42.2,2.494966443,82,0.0075538,9.532757859,863.2,0
2666,8/22/2001,L49845,L,299.8,309.4,2256,15.9,3.785234899,82,0.0028461,3.591726302,836.9,0
2667,8/23/2001,H32080,H,299.7,309.2,1691,27.7,2.837248322,81.8,0.0049583,6.257284187,848.7,0
2668,8/24/2001,M17527,M,299.8,309.3,1663,35.2,2.790268456,81.9,0.0063008,7.951494707,856.2,0
2669,8/25/2001,M17528,M,299.8,309.3,1640,31.1,2.751677852,81.9,0.0055669,7.02532629,852.1,0
2670,8/26/2001,H32083,H,299.7,309.3,1494,37.8,2.506711409,81.9,0.0067662,8.538821021,858.8,0
2671,8/27/2001,L49850,L,299.8,309.4,1467,46.2,2.461409396,82,0.0082698,10.4363368,867.2,0
2672,8/28/2001,M17531,M,299.7,309.3,1399,41.9,2.347315436,81.9,0.0075001,9.464989438,862.9,1
2673,8/29/2001,L49852,L,299.7,309.3,1445,42.6,2.424496644,81.9,0.0076254,9.623115754,863.6,0
2674,8/30/2001,L49853,L,299.8,309.4,1480,40.9,2.483221477,82,0.0073211,9.239094702,861.9,0
2675,8/31/2001,L49854,L,299.7,309.3,1546,37.2,2.593959732,81.9,0.0066588,8.403284179,858.2,0
2676,9/1/2001,L49855,L,299.7,309.3,1574,35.8,2.640939597,81.9,0.0064082,8.087031549,856.8,0
2677,9/2/2001,L49856,L,299.7,309.3,1592,34.2,2.67114094,81.9,0.0061218,7.725599971,855.2,0
2678,9/3/2001,L49857,L,299.8,309.5,1495,39.6,2.508389262,82.1,0.0070884,8.945431546,860.6,0
2679,9/4/2001,L49858,L,299.8,309.6,1447,43.1,2.427852349,82.2,0.0077149,9.736063122,864.1,0
2680,9/5/2001,L49859,L,299.8,309.5,1476,44.4,2.476510067,82.1,0.0079476,10.02972628,865.4,0
2681,9/6/2001,L49860,L,299.8,309.5,1641,27.1,2.753355705,82.1,0.0048509,6.121747346,848.1,0
2682,9/7/2001,L49861,L,299.8,309.5,1545,32.2,2.592281879,82.1,0.0057638,7.273810499,853.2,0
2683,9/8/2001,M17542,M,299.9,309.6,1364,44.4,2.288590604,82.2,0.0079476,10.02972628,865.4,0
2684,9/9/2001,L49863,L,299.8,309.5,1590,28.5,2.667785235,82.1,0.0051015,6.437999976,849.5,0
2685,9/10/2001,L49864,L,299.8,309.4,1460,37.4,2.44966443,82,0.0066946,8.448463126,858.4,0
2686,9/11/2001,L49865,L,299.8,309.4,1609,32.5,2.69966443,82,0.0058175,7.34157892,853.5,0
2687,9/12/2001,L49866,L,299.8,309.4,1633,27.5,2.739932886,82,0.0049225,6.21210524,848.5,0
2688,9/13/2001,L49867,L,299.9,309.4,1348,52.8,2.261744966,82,0.0094512,11.92724206,873.8,0
2689,9/14/2001,L49868,L,299.9,309.4,1322,53.9,2.218120805,82,0.0096481,12.17572627,874.9,0
2690,9/15/2001,L49869,L,300,309.5,1641,30.1,2.753355705,82.1,0.0053879,6.799431554,851.1,0
2691,9/16/2001,L49870,L,300,309.5,1728,26,2.899328859,82.1,0.004654,5.873263136,847,0
2692,9/17/2001,L49871,L,300,309.6,1431,47.7,2.401006711,82.2,0.0085383,10.77517891,868.7,0
2693,9/18/2001,L49872,L,300.1,309.7,1641,30.4,2.753355705,82.3,0.0054416,6.867199974,851.4,0
2694,9/19/2001,M17553,M,300.1,309.6,1622,36.1,2.72147651,82.2,0.0064619,8.15479997,857.1,0
2695,9/20/2001,M17554,M,300.1,309.6,1625,38,2.726510067,82.2,0.006802,8.583999968,859,0
2696,9/21/2001,L49875,L,300,309.5,1869,22.7,3.13590604,82.1,0.0040633,5.127810507,843.7,0
2697,9/22/2001,L49876,L,300,309.6,1452,46,2.436241611,82.2,0.008234,10.39115786,867,0
2698,9/23/2001,L49877,L,300,309.6,1618,28.7,2.714765101,82.2,0.0051373,6.483178923,849.7,0
2699,9/24/2001,L49878,L,300,309.4,2010,20,3.372483221,82,0.00358,4.51789472,841,0
2700,9/25/2001,L49879,L,299.9,309.4,1363,60.9,2.286912752,82,0.0109011,13.75698942,881.9,0
2701,9/26/2001,L49880,L,299.9,309.3,1473,40.4,2.47147651,81.9,0.0072316,9.126147334,861.4,0
2702,9/27/2001,L49881,L,299.9,309.2,1333,50.8,2.236577181,81.8,0.0090932,11.47545259,871.8,0
2703,9/28/2001,L49882,L,299.8,309.2,1760,25.9,2.953020134,81.8,0.0046361,5.850673662,846.9,0
2704,9/29/2001,M17563,M,299.8,309.2,1372,58.2,2.302013423,81.8,0.0104178,13.14707364,879.2,0
2705,9/30/2001,M17564,M,299.7,309.2,1608,34.4,2.697986577,81.8,0.0061576,7.770778918,855.4,0
2706,10/1/2001,L49885,L,299.7,309.2,1326,64.8,2.224832215,81.8,0.0115992,14.63797889,885.8,0
2707,10/2/2001,M17566,M,299.6,309.1,1560,37.1,2.617449664,81.7,0.0066409,8.380694706,858.1,0
2708,10/3/2001,M17567,M,299.6,309,1539,36.1,2.582214765,81.6,0.0064619,8.15479997,857.1,0
2709,10/4/2001,L49888,L,299.6,309.1,2266,15.3,3.802013423,81.7,0.0027387,3.456189461,836.3,0
2710,10/5/2001,L49889,L,299.6,309.1,1641,35.8,2.753355705,81.7,0.0064082,8.087031549,856.8,0
2711,10/6/2001,L49890,L,299.6,309.1,1574,39.2,2.640939597,81.7,0.0070168,8.855073651,860.2,0
2712,10/7/2001,L49891,L,299.6,309.1,1407,50.6,2.360738255,81.7,0.0090574,11.43027364,871.6,0
2713,10/8/2001,H32126,H,299.7,309.2,1302,55.5,2.184563758,81.8,0.0099345,12.53715785,876.5,0
2714,10/9/2001,M17573,M,299.6,309.2,1651,30.8,2.770134228,81.8,0.0055132,6.957557869,851.8,0
2715,10/10/2001,M17574,M,299.6,309.1,1366,55.2,2.291946309,81.7,0.0098808,12.46938943,876.2,0
2716,10/11/2001,M17575,M,299.5,309,1701,28.6,2.854026846,81.6,0.0051194,6.46058945,849.6,0
2717,10/12/2001,L49896,L,299.5,309,1498,44.6,2.513422819,81.6,0.0079834,10.07490523,865.6,0
2718,10/13/2001,M17577,M,299.5,309.1,1422,45.3,2.38590604,81.7,0.0081087,10.23303154,866.3,0
2719,10/14/2001,L49898,L,299.5,309.1,1357,47.3,2.276845638,81.7,0.0084667,10.68482101,868.3,0
2720,10/15/2001,L49899,L,299.5,309.2,1690,29.2,2.83557047,81.8,0.0052268,6.596126291,850.2,0
2721,10/16/2001,L49900,L,299.6,309.2,1559,39.1,2.615771812,81.8,0.0069989,8.832484178,860.1,0
2722,10/17/2001,M17581,M,299.6,309.3,1553,32.4,2.605704698,81.9,0.0057996,7.318989446,853.4,0
2723,10/18/2001,L49902,L,299.6,309.3,1558,34.8,2.61409396,81.9,0.0062292,7.861136813,855.8,0
2724,10/19/2001,L49903,L,299.7,309.4,1362,51.9,2.285234899,82,0.0092901,11.7239368,872.9,0
2725,10/20/2001,M17584,M,299.8,309.3,1470,42.7,2.466442953,81.9,0.0076433,9.645705227,863.7,0
2726,10/21/2001,L49905,L,299.8,309.4,1555,34.8,2.609060403,82,0.0062292,7.861136813,855.8,0
2727,10/22/2001,M17586,M,299.8,309.4,1423,42.9,2.387583893,82,0.0076791,9.690884174,863.9,0
2728,10/23/2001,L49907,L,299.7,309.3,1434,38.5,2.406040268,81.9,0.0068915,8.696947336,859.5,0
2729,10/24/2001,L49908,L,299.7,309.3,1779,25.5,2.984899329,81.9,0.0045645,5.760315768,846.5,0
2730,10/25/2001,L49909,L,299.7,309.3,1417,54.6,2.377516779,81.9,0.0097734,12.33385259,875.6,0
2731,10/26/2001,L49910,L,299.6,309.2,1425,45.9,2.390939597,81.8,0.0082161,10.36856838,866.9,0
2732,10/27/2001,M17591,M,299.7,309.2,1597,32.9,2.679530201,81.8,0.0058891,7.431936814,853.9,0
2733,10/28/2001,L49912,L,299.7,309.2,1346,57.4,2.258389262,81.8,0.0102746,12.96635785,878.4,0
2734,10/29/2001,L49913,L,299.7,309.2,1422,40.4,2.38590604,81.8,0.0072316,9.126147334,861.4,0
2735,10/30/2001,H32148,H,299.7,309.2,1572,32.8,2.637583893,81.8,0.0058712,7.409347341,853.8,0
2736,10/31/2001,L49915,L,299.7,309.2,1412,45.4,2.369127517,81.8,0.0081266,10.25562101,866.4,0
2737,11/1/2001,M17596,M,299.7,309.1,1576,36.4,2.644295302,81.7,0.0065156,8.22256839,857.4,0
2738,11/2/2001,M17597,M,299.7,309.1,1508,41.2,2.530201342,81.7,0.0073748,9.306863123,862.2,0
2739,11/3/2001,M17598,M,299.8,309.1,1496,44.4,2.510067114,81.7,0.0079476,10.02972628,865.4,0
2740,11/4/2001,L49919,L,299.8,309.2,1572,35.4,2.637583893,81.8,0.0063366,7.996673654,856.4,0
2741,11/5/2001,L49920,L,299.6,309,1525,42.8,2.558724832,81.6,0.0076612,9.668294701,863.8,0
2742,11/6/2001,L49921,L,299.6,309,1378,51.9,2.312080537,81.6,0.0092901,11.7239368,872.9,0
2743,11/7/2001,L49922,L,299.6,309.1,1369,51.4,2.296979866,81.7,0.0092006,11.61098943,872.4,0
